id,comment,like,text length,evaluation,evaluation,request,request,,,0,Negative
Janine Ostonal,"Please make a reaction to Marcelito Pomoy's "" The Prayer """,0,58,33,SS,1,Request,,,,
Alvin Brum,Next is RISE UP by:morissette,3,29,0,Negative,1,Request,,,,
Shemae Quiratz,I'm one of the fan of morisette.. I'm thankful coz' you think of her as the best singer here in the Philippines...even though there's a lot of great singers here in the Philippines...coz' just like everyone knows.. Philippine people are love to sing.,0,250,1,Positive,0,Not-Request,,,,
Exo_L&Army ako,"Please react to Katrina velarde too,,""go the distance""she will blow your mindshe's also one of the best",0,103,33,SS,1,Request,,,,
Love is Ouch,"Hi can you react to Darren Espanto cover of ""I Believe""",0,55,33,SS,1,Request,,,,
Jocel Victoria,Myghad you look like rapmonster,0,31,1,Positive,0,Not-Request,,,,
lister Donato,Pls react to Asia's song festival when she sang Korean song there,0,65,33,SS,1,Request,,,,
Mhelody Sairah Casim,"Hi I am from Philippines plsss react to Morisette Amon "" Never enough"" plss... It's a greatest showman ost",0,106,33,SS,1,Request,,,,
Laya Isunza,Thank you for reacting to Morissette! You should also check her performance on Asia's Song Festival 2017 in Busan. That performance was iconic  Thank you again! ,4,161,1,Positive,1,Request,,,,
meg nicole ebilane,"Its nice to see this new trend where Idol vocal trainers are in YT making reactionsCavite?? I was like I live in Kawit, Cavite... hmmmmm",0,136,1,Positive,0,Not-Request,,,,
Yssa Delos Reyes,"So happy to see that more and more korean has reaction video, pls watch more filipino singers, we filipinos love your kpop artists and hope one day we will be known in korea too, we truly appreciate it, thank you....",11,216,1,Positive,1,Request,,,,
burnzkish B,Because of this I started to follow you  listen to her cover of secret love song on wish radio as well. I think theres a English sub. Enjoyed your video looking forward on watching more of your vids ,0,199,33,SS,1,Request,,,,
Anne Mondalo,"Thank you for reacting to Asia's phoenix morissette amon mabuhaycan you please react more videos of morissette my queenthank you , thank youKamsahamnida",0,152,1,Positive,1,Request,,,,
lyrics4you,Try her new song cover... Never enoughI really love to hear the technicalities of singing...,4,92,0,Negative,1,Request,,,,
Margie Heyeosa,Pls.. React phantom of Darren espanto... And his company of the ACE Oprah  concert in cebu ... Thankzz hope...,0,110,33,SS,1,Request,,,,
Ceejay Escat,Please react ro never enough and rise up by morissete amon,0,58,33,SS,1,Request,,,,
Soulful Melodies,Vocal training... hmmm...We use TJ Media Karaoke here... ,0,57,1,Positive,0,Not-Request,,,,
Jon Snow,Please react to TNT BOYS They are Filipino singers as well. Kamsahamnida,8,72,1,Positive,1,Request,,,,
AJ Sebastian,Bruh you've just seen 10% of her power go on check her out you're in for a sweet treat.,1,87,33,SS,0,Not-Request,,,,
Edith Esguerra,Subbed for the love of Morissette. Please react to her more.,0,60,1,Positive,1,Request,,,,
ExoShidae_ SonExoL,"Please react ""Never Enough"" and ""Rise Up"" cover of Morissette Amon.",0,67,33,SS,1,Request,,,,
Mimi Sjo,We also have some amazing male singers and one of them is  Michael Pangilinan please react to his cover song lay me down ,5,121,33,SS,1,Request,,,,
Lazy to Type,Please react to Morissette's Never Enough and Rise Up cover juseyo,0,66,33,SS,1,Request,,,,
keesmuch,"Katrina Velarde ""Never Enough"" or her ""Go the distance"" also in the wishbus",0,75,33,SS,1,Request,,,,
Zhee,I love Morisette's song BUT I enjoyed more your reaction. That was so genuine. I really love this reaction video. Can you keep reacting not only to Morisette but to other Filipino Singers as well. ,0,197,1,Positive,1,Request,,,,
Chino Romero,New fan here   Hope you can react to Morissette Amon -Stone cold ..  Looking forward to that ,0,93,1,Positive,1,Request,,,,
Hilmar Dela Cruz,I request you to react in Morissette's cover of 'Resignation' in Asia Song Festival 2018 in Busan ,0,98,33,SS,1,Request,,,,
ej panelo,That has actually alot of covers from different countries,0,57,33,SS,0,Not-Request,,,,
junoathena,Yes there is a vocal training system in the Philippines. It is called Karaoke.,0,78,0,Negative,0,Not-Request,,,,
Phantom X,I laughed when he compared her to Soyhang and Ailee. ,1,53,0,Negative,0,Not-Request,,,,
Freddrick Fiery,We don't have vocal training system. Just a lot of karaoke bars everywhere and a karaoke at home... That's why.,0,111,0,Negative,0,Not-Request,,,,
Darylle Bumanglag,Please react morissette amonRISE UP live on wish bus also please please,0,71,33,SS,1,Request,,,,
Alanis Miano,"please react to darren espanto ""i believe""",0,42,33,SS,1,Request,,,,
JOAN Mislang,Katrina velarde somewhere over the rainbow pls do reaction...so genuine reactions! New subscriber,0,97,1,Positive,1,Request,,,,
Chechai Miano,Here in the philippines we used to sing on karaoke everytime it has an occassion..,0,82,0,Negative,0,Not-Request,,,,
JazPLAY,"Can you please also react to morisette singing ""Resignation"" at the Asia's song fest on Korea",5,93,33,SS,1,Request,,,,
dan dan,"You should watch PIET ARION!...the male version of MORISETTE AMON sings ""AKIN KA NA LANG"".",0,90,33,SS,1,Request,,,,
Dave Madman,A diva and a queen from Philippines  and beautiful ,0,51,33,SS,0,Not-Request,,,,
Gerard Paulo Yambao,"We get that voice with our mothers... when its time for us to go home when we are kids, our mothers will shout at the very top of their voice. Just for us to get message because we are at the other end of the street.",0,216,0,Negative,0,Not-Request,,,,
vminkook namjin sope,PLEase react to her never enough version and stone cold.. And also aSia song festival 2017.. thank you,0,102,33,SS,1,Request,,,,
Jeremiah Joshua F. Reyes,"You know what?  Most of the filipino sings in the morning sometimes they start 5:00-10:00pm.... F you were here,  your eardrums were going to burst",0,147,0,Negative,0,Not-Request,,,,
Team Morissette,"Thanks for the reaction... Greatly appreciated and Welcome To Morissette World !!!Here is a list of some of the songs she covered and original songs for your reference...  and she sang all of these LIVE and a lot just sitting down.. I provided the links for your convenience...1. Secret Love Song - Little Mix  : https://www.youtube.com/watch?v=vqcxM7dSJtw2. Never Enough - Loren Allred (cover) : https://www.youtube.com/watch?v=fjn7X6ywq903. Chandelier - Sia (cover) : https://www.youtube.com/watch?v=oA5oZ-8HFhQ4. Stone Cold - Demi Lovato (cover) : https://www.youtube.com/watch?v=q9J8gTdpSjo5.  I Wanna Know What Love Is - Mariah Carey cover :   https://www.youtube.com/watch?v=idrnBNDZE_Q6.  Emotion - Mariah Carey (cover) : https://www.youtube.com/watch?v=9S9uExG0UiY7. Akin Ka Na Lang - original : https://www.youtube.com/watch?v=p2FXQgtmPDw8. Run To You - Whitney Houston (cover) : https://www.youtube.com/watch?v=fbc4a8eauYA9. Listen - Beyonce (cover) : https://www.youtube.com/watch?v=gU7eSd7Y8ag10. Hello - Adele (cover) : https://www.youtube.com/watch?v=eL-yahvVffA11. Bang Bang - Jessie J, Ariana Grande and Nikki Minaj : https://www.youtube.com/watch?v=kGrGK1lVAGE12. You and I - original : https://www.youtube.com/watch?v=kPu8g93EuNc13. Naririnig Mo Ba - original : https://www.youtube.com/watch?v=nrQym0NsSRA14. Panaginip - original : https://www.youtube.com/watch?v=C__dmRFiuvYYou can also watch this version of Rise UP... much, much better one.. Rise Up  - Andra Day (cover) : https://www.youtube.com/watch?v=cwF8d9MlNbE",3,1537,1,Positive,1,Request,,,,
에일리vhan아이유,filipino here...she sounds.like ailee looks like iu....but she is our precious morisette...감사합니다...,1,99,1,Positive,0,Not-Request,,,,
Mara,Liked and subscribed for more Morissette,0,40,1,Positive,1,Request,,,,
K-puppies GalaxZ,"Please react to Morrissete Amon and Darren Ispanto's ""Into the New World"" Alladin.. It's really a great cover..",0,111,33,SS,1,Request,,,,
Rica Flores,I think its because some of the house is far from each other and the way we communicate with each other is to shout our lungs out.. lmao. Jk..but really morissette is amazing,2,174,0,Negative,0,Not-Request,,,,
SUDERYO GAMING,Well thats not a crack voice in the chorus it's called ''squeak''  if you have that means you can do whistle skl,0,112,0,Negative,0,Not-Request,,,,
Richzeke cute,TAETAE can you Please make a Reaction Video to KATRINA VELARDE'S ONE TAKE COVER SESSIONS  of I WANNA KNOW WHAT LOVE IS AND I SURRENDER. THANK YOU !  Love from Philippines,0,170,33,SS,1,Request,,,,
Gladys Uy,Please also do TNT BOYS'S cover songs.. Amazing kids...,1,55,33,SS,1,Request,,,,
Celso Catamura,I love listening on what youre saying....,0,41,1,Positive,0,Not-Request,,,,
Caren Magno,"you and i,rise up,never enough,naririnig mo ba by moresette ......",0,66,33,SS,1,Request,,,,
Vien Lois Pascual,"Yes, here in the Philippines we do have Vocal Training System and we called it Karaoke! ",4,88,0,Negative,0,Not-Request,,,,
bang leenee,"most of us Filipinos can sing, but im not one of them.",0,54,33,SS,0,Not-Request,,,,
Tamiko Sachi,Pls react to her again,1,22,33,SS,1,Request,,,,
Mama Mia,Now I am watching it trice hahaha..I am watching his facial reaction he is really handsome.. hahahaha,1,101,1,Positive,0,Not-Request,,,,
Yssa Palmenco,Hoping for more reactions of filipino singers ,0,46,33,SS,1,Request,,,,
Kayne Regnard Velasco,"7:08 I miss ""her""...",1,20,0,Negative,0,Not-Request,,,,
Jovelyn Villannueva,More reaction to morisette amon please,2,38,33,SS,1,Request,,,,
Lady Vanethe Fabro Tabbal,PLEASE REACT TO DARREN ESPANTO I BELIEVE ON THE WISH BUS 107. 5 LIVE! Pleaseeeee ,0,81,33,SS,1,Request,,,,
Nikku Chuii,I subscribed because of Queen Morissette Amon ,0,46,1,Positive,0,Not-Request,,,,
dm ramos,Make more PILIPINO SINGER reaction ...and I'm pretty sure you will get more subribers and views! ,0,97,1,Positive,1,Request,,,,
Ace Mozart,"""Never Enough"" next. i am subscribing to your channel because of morissette.",0,76,1,Positive,1,Request,,,,
ilooklike panda,"Freshmen... Yeah I remember them I love there song ""trip mo ba"".",0,64,1,Positive,1,Request,,,,
Kulot Didto,Yeah we have karaoke training system in the philippines hahahah,2,63,33,SS,0,Not-Request,,,,
Dindin Morales,Please react on Morissette's Resignaton by Ms. Lee Yong Hyun  ,0,62,33,SS,1,Request,,,,
mawil peraz,Yes there's a vocal training here in Philippines...thank you for reacting the video of my favorite singer morissette amon...i love your reaction,0,144,1,Positive,1,Request,,,,
Marianne Bondoc,New sub here. Pls review more of her song especially her rendition to korean song Resignation in english. I love your reaction. Looking forward for more reviews!!!,0,163,1,Positive,0,Not-Request,,,,
